spectrogram_path,original_wav,label,gun_type,dataset
data/processed/spectrograms/firearms_58__winchester-m14_242_aug_time_up.npy,data/raw/firearms_58/dataset/winchester-m14/winchester-m14_242_aug_time_up.wav,gunshot,winchester-m14,firearms_58
data/processed/spectrograms/firearms_58__winchester-m14_031.npy,data/raw/firearms_58/dataset/winchester-m14/winchester-m14_031.wav,gunshot,winchester-m14,firearms_58
data/processed/spectrograms/firearms_58__winchester-m14_201_aug_pitch_up.npy,data/raw/firearms_58/dataset/winchester-m14/winchester-m14_201_aug_pitch_up.wav,gunshot,winchester-m14,firearms_58
data/processed/spectrograms/firearms_58__winchester-m14_130_aug_pitch_down.npy,data/raw/firearms_58/dataset/winchester-m14/winchester-m14_130_aug_pitch_down.wav,gunshot,winchester-m14,firearms_58
data/processed/spectrograms/firearms_58__winchester-m14_029.npy,data/raw/firearms_58/dataset/winchester-m14/winchester-m14_029.wav,gunshot,winchester-m14,firearms_58
data/processed/spectrograms/firearms_58__winchester-m14_006.npy,data/raw/firearms_58/dataset/winchester-m14/winchester-m14_006.wav,gunshot,winchester-m14,firearms_58
data/processed/spectrograms/firearms_58__winchester-m14_198_aug_noise.npy,data/raw/firearms_58/dataset/winchester-m14/winchester-m14_198_aug_noise.wav,gunshot,winchester-m14,firearms_58
data/processed/spectrograms/firearms_58__winchester-m14_166_aug_noise.npy,data/raw/firearms_58/dataset/winchester-m14/winchester-m14_166_aug_noise.wav,gunshot,winchester-m14,firearms_58
data/processed/spectrograms/firearms_58__winchester-m14_167_aug_pitch_down.npy,data/raw/firearms_58/dataset/winchester-m14/winchester-m14_167_aug_pitch_down.wav,gunshot,winchester-m14,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_046.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_046.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_243_aug_pitch_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_243_aug_pitch_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_150_aug_pitch_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_150_aug_pitch_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_139_aug_time_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_139_aug_time_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_141_aug_noise.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_141_aug_noise.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_017.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_017.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_033.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_033.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_192_aug_pitch_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_192_aug_pitch_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_003.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_003.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_100_aug_time_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_100_aug_time_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_080_aug_pitch_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_080_aug_pitch_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_294_aug_time_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_294_aug_time_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_205_aug_time_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_205_aug_time_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_030.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_030.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_229_aug_pitch_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_229_aug_pitch_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_135_aug_pitch_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_135_aug_pitch_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_186_aug_noise.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_186_aug_noise.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_206_aug_time_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_206_aug_time_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_041.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_041.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_035.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_035.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_072_aug_time_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_072_aug_time_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_123_aug_pitch_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_123_aug_pitch_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_054_aug_time_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_054_aug_time_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_048.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_048.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_108_aug_time_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_108_aug_time_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_128_aug_time_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_128_aug_time_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_143_aug_time_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_143_aug_time_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_201_aug_pitch_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_201_aug_pitch_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_065_aug_time_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_065_aug_time_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_158_aug_noise.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_158_aug_noise.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_258_aug_pitch_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_258_aug_pitch_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_039.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_039.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_050.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_050.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_222_aug_pitch_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_222_aug_pitch_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_160_aug_pitch_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_160_aug_pitch_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_022.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_022.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_168_aug_noise.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_168_aug_noise.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_068_aug_time_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_068_aug_time_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_213_aug_pitch_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_213_aug_pitch_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_209_aug_time_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_209_aug_time_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_191_aug_noise.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_191_aug_noise.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_187_aug_time_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_187_aug_time_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_214_aug_time_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_214_aug_time_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_118_aug_time_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_118_aug_time_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_092_aug_time_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_092_aug_time_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_223_aug_pitch_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_223_aug_pitch_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_228_aug_time_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_228_aug_time_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_037.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_037.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_252_aug_time_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_252_aug_time_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_289_aug_noise.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_289_aug_noise.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_145_aug_time_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_145_aug_time_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_157_aug_time_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_157_aug_time_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_093_aug_pitch_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_093_aug_pitch_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_211_aug_time_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_211_aug_time_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_166_aug_noise.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_166_aug_noise.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_237_aug_pitch_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_237_aug_pitch_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_070_aug_pitch_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_070_aug_pitch_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_256_aug_noise.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_256_aug_noise.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_156_aug_noise.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_156_aug_noise.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_185_aug_noise.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_185_aug_noise.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_127_aug_time_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_127_aug_time_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_257_aug_noise.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_257_aug_noise.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_291_aug_pitch_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_291_aug_pitch_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_086_aug_time_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_086_aug_time_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_220_aug_time_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_220_aug_time_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_094_aug_time_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_094_aug_time_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_232_aug_noise.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_232_aug_noise.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_169_aug_pitch_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_169_aug_pitch_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_015.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_015.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_014.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_014.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_202_aug_noise.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_202_aug_noise.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_267_aug_time_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_267_aug_time_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_113_aug_time_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_113_aug_time_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_008.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_008.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_144_aug_pitch_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_144_aug_pitch_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_264_aug_time_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_264_aug_time_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_096_aug_pitch_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_096_aug_pitch_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_241_aug_noise.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_241_aug_noise.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_013.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_013.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_006.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_006.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_101_aug_time_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_101_aug_time_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_038.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_038.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_159_aug_noise.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_159_aug_noise.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_282_aug_time_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_282_aug_time_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_234_aug_time_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_234_aug_time_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_149_aug_pitch_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_149_aug_pitch_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_245_aug_noise.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_245_aug_noise.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_005.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_005.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_285_aug_pitch_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_285_aug_pitch_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_091_aug_pitch_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_091_aug_pitch_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_224_aug_noise.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_224_aug_noise.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_016.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_016.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_052.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_052.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_074_aug_time_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_074_aug_time_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_198_aug_time_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_198_aug_time_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_203_aug_noise.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_203_aug_noise.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_275_aug_time_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_275_aug_time_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_250_aug_noise.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_250_aug_noise.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_036.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_036.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_102_aug_pitch_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_102_aug_pitch_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_073_aug_pitch_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_073_aug_pitch_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_140_aug_pitch_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_140_aug_pitch_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_207_aug_noise.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_207_aug_noise.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_027.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_027.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_103_aug_pitch_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_103_aug_pitch_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_122_aug_noise.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_122_aug_noise.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_277_aug_pitch_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_277_aug_pitch_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_261_aug_time_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_261_aug_time_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_247_aug_time_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_247_aug_time_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_082_aug_pitch_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_082_aug_pitch_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_259_aug_time_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_259_aug_time_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_242_aug_time_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_242_aug_time_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_130_aug_noise.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_130_aug_noise.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_296_aug_time_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_296_aug_time_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_018.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_018.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_056_aug_time_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_056_aug_time_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_024.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_024.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_107_aug_time_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_107_aug_time_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_173_aug_time_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_173_aug_time_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_268_aug_pitch_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_268_aug_pitch_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_162_aug_time_down.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_162_aug_time_down.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_117_aug_pitch_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_117_aug_pitch_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_219_aug_time_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_219_aug_time_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_007.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_007.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_167_aug_noise.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_167_aug_noise.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_071_aug_noise.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_071_aug_noise.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_019.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_019.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_125_aug_noise.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_125_aug_noise.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_265_aug_time_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_265_aug_time_up.wav,gunshot,dp-27-lmg,firearms_58
data/processed/spectrograms/firearms_58__dp-27-lmg_231_aug_pitch_up.npy,data/raw/firearms_58/dataset/dp-27-lmg/dp-27-lmg_231_aug_pitch_up.wav,gunshot,dp-27-lmg,firearms_58
